id,reporter_id,target_id,subscription_id,type,status,created_at,resolved_at,resolution,type_clean,self_complaint,is_dupe_complaint
869,635,903,158,access_denied,in_progress,2024-06-03 17:19:25,,,access_denied,False,False
560,1503,1604,85,accès refusé,escalated,2024-05-31 06:40:38,,,access_denied,False,False
1093,448,898,299,subscription_inactive,resolved,2024-05-30 07:13:02,2025-01-18 02:40:26,,subscription_inactive,False,False
891,793,456,135,subscription_inactive,resolved,2024-05-28 07:56:07,2024-08-15 10:29:16,refunded,subscription_inactive,False,False
893,1452,1231,177,billing_issue,closed,2024-05-26 13:15:50,2025-05-27 01:33:44,refunded,billing_issue,False,False
603,1329,1042,22,owner_unresponsive,in_progress,2024-05-25 09:33:17,,,owner_unresponsive,False,False
140,433,1482,247,accès refusé,resolved,2024-05-24 16:47:51,2025-03-04 05:23:20,no_action,access_denied,False,False
430,893,498,183,accès refusé,resolved,2024-05-24 12:07:18,2024-06-23 20:04:44,,access_denied,False,False
290,1071,1339,327,other,closed,2024-05-24 01:34:59,2024-09-23 11:41:14,subscriber_replaced,other,False,False
1039,478,670,210,subscription_inactive,open,2024-05-17 09:50:42,,,subscription_inactive,False,False
51,13,637,377,subscription_inactive,open,2024-05-15 14:41:56,,,subscription_inactive,False,False
239,383,1193,389,subscription_inactive,resolved,2024-05-13 19:42:22,2024-12-11 21:04:07,,subscription_inactive,False,False
1158,678,678,331,accès refusé,closed,2024-05-13 18:00:38,2024-06-02 13:03:42,subscriber_replaced,access_denied,True,False
993,244,1424,384,access_denied,in_progress,2024-05-13 13:53:48,,,access_denied,False,False
905,1566,1763,219,billing_issue,resolved,2024-05-11 23:31:42,2025-02-20 14:54:59,,billing_issue,False,False
182,1040,133,162,accès refusé,escalated,2024-05-11 14:49:59,,,access_denied,False,False
1019,826,191,102,access_denied,open,2024-05-11 10:07:56,,,access_denied,False,False
943,1760,1984,63,other,resolved,2024-05-09 16:31:20,2025-03-29 07:39:05,account_banned,other,False,False
722,728,1773,232,billing_issue,escalated,2024-05-09 15:11:59,,,billing_issue,False,False
4,19,1706,317,access_denied,resolved,2024-05-08 04:05:41,2024-06-03 03:41:59,refunded,access_denied,False,False
507,1918,1538,226,owner_unresponsive,resolved,2024-05-05 16:29:31,2024-09-29 05:04:38,,owner_unresponsive,False,False
86,1601,1597,61,subscription_inactive,resolved,2024-05-04 10:34:57,2025-04-06 02:47:29,no_action,subscription_inactive,False,False
1018,1039,615,196,accès refusé,open,2024-05-01 08:34:36,,,access_denied,False,False
1070,1151,1261,1,billing_issue,open,2024-04-30 07:53:00,,,billing_issue,False,False
828,667,1832,354,subscription_inactive,escalated,2024-04-29 00:20:23,,,subscription_inactive,False,False
486,728,1335,232,other,in_progress,2024-04-28 18:16:49,,,other,False,False
81,704,579,154,accès refusé,open,2024-04-28 17:59:20,,,access_denied,False,False
122,1112,1251,394,access_denied,closed,2024-04-26 23:19:38,2024-07-28 23:27:23,owner_warned,access_denied,False,False
1177,1209,1499,148,subscription_inactive,closed,2024-04-24 05:42:29,2024-08-11 22:23:50,owner_warned,subscription_inactive,False,False
148,711,1090,286,access_denied,closed,2024-04-21 21:43:10,2024-10-18 22:04:50,,access_denied,False,False
13,756,1128,64,subscription_inactive,resolved,2024-04-21 20:22:56,2024-05-28 02:59:01,refunded,subscription_inactive,False,False
117,1424,256,255,access_denied,closed,2024-04-18 21:32:15,2024-07-03 16:46:06,owner_warned,access_denied,False,False
1015,1320,387,163,accès refusé,resolved,2024-04-18 08:29:23,2024-07-28 15:08:19,subscriber_replaced,access_denied,False,False
248,669,860,140,owner_unresponsive,resolved,2024-04-16 02:40:58,2024-05-27 12:24:54,refunded,owner_unresponsive,False,False
93,1364,1244,275,billing_issue,escalated,2024-04-15 19:25:49,,,billing_issue,False,False
841,953,879,334,access_denied,escalated,2024-04-14 12:55:08,,,access_denied,False,False
687,987,805,132,wrong_credentials,open,2024-04-12 12:08:30,,,wrong_credentials,False,False
671,945,1287,317,wrong_credentials,open,2024-04-11 15:29:32,,,wrong_credentials,False,False
862,711,110,286,wrong_credentials,open,2024-04-11 14:14:30,,,wrong_credentials,False,False
344,1316,211,18,fraud_suspicion,closed,2024-04-11 12:22:08,2024-11-14 16:57:34,refunded,fraud_suspicion,False,False
752,847,346,66,billing_issue,open,2024-04-11 08:29:57,,,billing_issue,False,False
651,1294,1987,56,wrong_credentials,closed,2024-04-08 22:29:28,2025-03-25 09:58:39,,wrong_credentials,False,False
49,1218,1823,119,access_denied,open,2024-04-07 15:55:12,,,access_denied,False,False
36,1672,647,376,access_denied,open,2024-04-06 19:16:42,,,access_denied,False,False
17,636,636,287,fraud_suspicion,in_progress,2024-04-04 03:40:53,,,fraud_suspicion,True,False
873,1605,333,269,access_denied,in_progress,2024-04-03 04:54:50,,,access_denied,False,False
299,1027,1836,134,subscription_inactive,closed,2024-03-31 13:27:06,2024-04-15 22:05:54,account_banned,subscription_inactive,False,False
276,263,1439,391,accès refusé,resolved,2024-03-29 18:14:12,2025-01-24 06:13:29,refunded,access_denied,False,False
1064,1419,1190,319,accès refusé,resolved,2024-03-29 04:52:59,2024-06-06 16:16:02,no_action,access_denied,False,False
517,472,1901,53,owner_unresponsive,escalated,2024-03-26 01:31:46,,,owner_unresponsive,False,False
198,1094,989,207,wrong_credentials,open,2024-03-26 00:34:07,,,wrong_credentials,False,False
746,294,863,303,other,resolved,2024-03-22 07:54:24,2025-03-08 17:56:42,owner_warned,other,False,False
799,99,1436,177,accès refusé,in_progress,2024-03-20 20:42:13,,,access_denied,False,False
801,214,1925,27,owner_unresponsive,resolved,2024-03-19 21:57:13,2024-03-11 21:57:13,,owner_unresponsive,False,False
784,1962,1853,38,owner_unresponsive,resolved,2024-03-19 05:01:18,2025-01-03 14:22:38,subscriber_replaced,owner_unresponsive,False,False
627,1654,150,205,wrong_credentials,resolved,2024-03-18 15:45:26,2024-09-08 18:38:58,subscriber_replaced,wrong_credentials,False,False
63,775,848,264,owner_unresponsive,in_progress,2024-03-18 05:24:47,,,owner_unresponsive,False,False
545,1077,1180,14,wrong_credentials,escalated,2024-03-16 14:05:40,,,wrong_credentials,False,False
868,690,512,399,billing_issue,open,2024-03-16 12:20:57,,,billing_issue,False,False
1176,1422,1928,216,billing_issue,resolved,2024-03-16 07:40:06,2024-07-17 03:17:12,,billing_issue,False,False
274,1006,265,300,other,open,2024-03-13 07:10:29,,,other,False,False
779,797,153,362,subscription_inactive,open,2024-03-12 14:04:14,2025-03-27 07:51:57,account_banned,subscription_inactive,False,False
845,87,382,184,wrong_credentials,resolved,2024-03-12 09:12:52,2024-10-02 08:47:46,account_banned,wrong_credentials,False,False
649,1917,903,280,access_denied,open,2024-03-10 06:37:30,,,access_denied,False,False
356,656,1001,271,fraud_suspicion,resolved,2024-03-10 06:13:58,2025-05-20 15:09:42,owner_warned,fraud_suspicion,False,False
1117,391,115,265,owner_unresponsive,open,2024-03-09 04:34:57,,,owner_unresponsive,False,False
363,1639,1231,450,billing_issue,open,2024-03-08 06:27:27,,,billing_issue,False,False
695,1216,1860,343,other,escalated,2024-03-06 14:03:18,,,other,False,False
1122,1737,1687,295,wrong_credentials,resolved,2024-03-05 23:29:12,2025-03-27 05:32:16,owner_warned,wrong_credentials,False,False
547,245,245,338,subscription_inactive,open,2024-03-05 08:25:34,,,subscription_inactive,True,False
345,1201,819,344,owner_unresponsive,resolved,2024-03-04 11:29:58,2025-02-18 19:12:09,account_banned,owner_unresponsive,False,False
308,1875,335,71,other,resolved,2024-03-04 08:41:43,2024-04-21 09:58:22,,other,False,False
474,1347,1932,25,fraud_suspicion,resolved,2024-03-04 00:57:39,2024-03-29 22:51:24,,fraud_suspicion,False,False
201,1370,789,186,subscription_inactive,resolved,2024-02-29 11:20:34,2024-08-19 23:18:06,subscriber_replaced,subscription_inactive,False,False
75,1297,993,86,subscription_inactive,resolved,2024-02-28 01:50:18,2024-12-28 23:09:07,,subscription_inactive,False,False
527,1424,85,343,wrong_credentials,resolved,2024-02-26 09:31:12,2025-04-10 11:16:49,account_banned,wrong_credentials,False,False
331,580,1523,191,subscription_inactive,in_progress,2024-02-25 15:58:20,,,subscription_inactive,False,False
113,1272,400,50,other,escalated,2024-02-23 18:58:13,,,other,False,False
787,705,661,376,other,resolved,2024-02-22 21:47:43,2024-12-22 21:44:46,no_action,other,False,False
814,1042,987,57,billing_issue,open,2024-02-22 06:42:41,,,billing_issue,False,False
77,1114,818,29,subscription_inactive,escalated,2024-02-19 22:02:00,,,subscription_inactive,False,False
469,1548,1076,358,billing_issue,closed,2024-02-15 09:25:06,2025-02-06 23:30:04,owner_warned,billing_issue,False,False
1028,58,1438,31,subscription_inactive,resolved,2024-02-15 07:50:03,2025-02-02 11:19:18,owner_warned,subscription_inactive,False,False
725,20,1995,168,wrong_credentials,resolved,2024-02-14 04:42:38,2024-08-31 18:55:02,account_banned,wrong_credentials,False,False
347,830,303,57,billing_issue,escalated,2024-02-12 18:37:13,,,billing_issue,False,False
448,1481,817,396,owner_unresponsive,closed,2024-02-11 23:32:47,2024-11-14 04:00:15,refunded,owner_unresponsive,False,False
281,210,170,196,access_denied,open,2024-02-10 17:57:48,,,access_denied,False,False
387,1458,1399,247,wrong_credentials,closed,2024-02-06 07:39:30,2025-03-03 22:50:48,,wrong_credentials,False,False
1150,84,83,11,accès refusé,open,2024-02-03 05:27:24,,,access_denied,False,False
216,1851,538,179,wrong_credentials,escalated,2024-02-01 15:30:58,,,wrong_credentials,False,False
154,1054,1377,140,access_denied,resolved,2024-01-31 23:20:40,2024-09-25 20:39:05,subscriber_replaced,access_denied,False,False
901,1456,670,41,access_denied,in_progress,2024-01-31 05:09:08,,,access_denied,False,False
22,1032,772,278,billing_issue,resolved,2024-01-27 05:56:50,2024-11-13 13:44:37,,billing_issue,False,False
404,1834,1547,348,owner_unresponsive,escalated,2024-01-27 00:14:41,,,owner_unresponsive,False,False
1096,1512,1358,108,wrong_credentials,in_progress,2024-01-26 20:13:58,,,wrong_credentials,False,False
977,1323,20,351,accès refusé,closed,2024-01-26 16:34:59,2025-04-06 06:30:09,,access_denied,False,False
327,684,1009,345,fraud_suspicion,open,2024-01-26 14:58:28,,,fraud_suspicion,False,False
1190,814,27,138,billing_issue,escalated,2024-01-25 15:34:10,,,billing_issue,False,False
610,1341,1771,71,access_denied,resolved,2024-01-25 07:37:30,2024-04-04 18:36:24,account_banned,access_denied,False,False
964,411,1552,400,accès refusé,escalated,2024-01-23 10:10:33,,,access_denied,False,False
130,1574,1551,257,owner_unresponsive,open,2024-01-23 06:27:59,,,owner_unresponsive,False,False
468,1912,1045,260,owner_unresponsive,in_progress,2024-01-20 13:41:50,,,owner_unresponsive,False,False
660,242,516,139,billing_issue,closed,2024-01-20 01:36:41,2024-05-12 16:03:18,no_action,billing_issue,False,False
497,717,1586,11,accès refusé,escalated,2024-01-19 11:05:06,,,access_denied,False,False
443,575,1299,16,owner_unresponsive,closed,2024-01-19 02:19:23,2024-04-22 00:42:02,owner_warned,owner_unresponsive,False,False
237,1579,1579,119,owner_unresponsive,in_progress,2024-01-18 02:41:30,,,owner_unresponsive,True,False
613,1346,1414,9,wrong_credentials,open,2024-01-14 16:27:38,,,wrong_credentials,False,False
105,323,930,177,owner_unresponsive,resolved,2024-01-14 11:39:34,2024-03-19 02:02:52,subscriber_replaced,owner_unresponsive,False,False
304,1118,732,134,access_denied,resolved,2024-01-13 16:15:48,2025-02-22 01:39:00,owner_warned,access_denied,False,False
875,1320,1459,163,access_denied,resolved,2024-01-13 00:29:56,2025-02-14 09:16:23,no_action,access_denied,False,False
541,1258,1134,199,accès refusé,resolved,2024-01-10 07:30:20,2024-02-07 09:05:46,,access_denied,False,False
25,86,1944,92,other,in_progress,2024-01-07 12:15:56,,,other,False,False
908,1302,271,352,wrong_credentials,resolved,2024-01-07 10:56:53,2024-06-20 00:18:57,account_banned,wrong_credentials,False,False
733,617,1844,172,subscription_inactive,in_progress,2024-01-06 12:28:57,,,subscription_inactive,False,False
577,191,191,53,accès refusé,closed,2024-01-05 19:12:49,2023-12-17 19:12:49,account_banned,access_denied,True,False
713,1572,1137,354,subscription_inactive,resolved,2024-01-05 06:46:03,2024-12-01 15:29:56,no_action,subscription_inactive,False,False
827,1449,1423,18,subscription_inactive,closed,2024-01-02 06:11:56,2025-05-21 07:07:48,,subscription_inactive,False,False
836,734,1864,347,wrong_credentials,resolved,2023-12-31 06:55:57,2024-12-05 16:22:21,owner_warned,wrong_credentials,False,False
980,1518,1351,249,fraud_suspicion,open,2023-12-28 02:29:29,,,fraud_suspicion,False,False
207,987,1830,366,other,escalated,2023-12-27 12:37:08,,,other,False,False
796,711,1696,286,fraud_suspicion,resolved,2023-12-26 16:42:56,2024-03-09 23:18:18,account_banned,fraud_suspicion,False,False
109,728,1061,232,owner_unresponsive,resolved,2023-12-24 03:50:45,2024-09-30 10:27:14,owner_warned,owner_unresponsive,False,False
1004,139,666,148,subscription_inactive,open,2023-12-23 05:43:43,,,subscription_inactive,False,False
518,591,1006,395,owner_unresponsive,closed,2023-12-18 07:27:09,2024-11-14 02:07:13,,owner_unresponsive,False,False
623,621,24,199,access_denied,resolved,2023-12-17 15:41:12,2025-01-14 00:05:37,account_banned,access_denied,False,False
628,279,446,289,subscription_inactive,in_progress,2023-12-16 05:51:54,,,subscription_inactive,False,False
911,1424,1025,255,fraud_suspicion,resolved,2023-12-16 01:57:45,2023-12-27 01:09:10,no_action,fraud_suspicion,False,False
137,1320,229,163,wrong_credentials,escalated,2023-12-15 20:30:06,,,wrong_credentials,False,False
294,1015,1761,381,subscription_inactive,open,2023-12-15 05:44:04,,,subscription_inactive,False,False
1120,945,1318,317,owner_unresponsive,open,2023-12-14 11:23:37,,,owner_unresponsive,False,False
1116,1032,134,278,wrong_credentials,resolved,2023-12-14 07:03:54,2024-05-15 19:30:44,refunded,wrong_credentials,False,False
919,1653,798,355,subscription_inactive,in_progress,2023-12-13 12:58:16,,,subscription_inactive,False,False
567,1756,1837,329,billing_issue,escalated,2023-12-12 17:39:05,,,billing_issue,False,False
494,173,1773,64,subscription_inactive,open,2023-12-12 07:24:45,,,subscription_inactive,False,False
830,439,1992,114,owner_unresponsive,resolved,2023-12-11 00:30:59,2024-10-09 17:07:52,owner_warned,owner_unresponsive,False,False
539,1631,1469,59,billing_issue,resolved,2023-12-10 08:13:25,2025-05-25 01:56:49,owner_warned,billing_issue,False,False
740,1557,1960,109,owner_unresponsive,open,2023-12-09 06:51:56,,,owner_unresponsive,False,False
667,1132,1806,399,billing_issue,open,2023-12-06 05:15:07,,,billing_issue,False,False
797,856,1005,184,owner_unresponsive,escalated,2023-12-01 02:09:41,,,owner_unresponsive,False,False
197,771,323,63,access_denied,closed,2023-11-30 17:47:10,2024-09-05 14:23:40,no_action,access_denied,False,False
903,1853,1027,155,other,closed,2023-11-30 05:59:34,2024-08-28 09:20:43,account_banned,other,False,False
857,1270,62,79,accès refusé,in_progress,2023-11-29 00:37:11,,,access_denied,False,False
479,525,893,315,other,in_progress,2023-11-22 21:04:30,,,other,False,False
1097,1678,1963,433,other,closed,2023-11-22 19:04:44,2025-01-11 10:51:03,,other,False,False
832,45,1232,63,access_denied,in_progress,2023-11-20 14:56:59,,,access_denied,False,False
691,404,1649,25,subscription_inactive,escalated,2023-11-19 18:07:44,,,subscription_inactive,False,False
103,57,55,238,access_denied,resolved,2023-11-16 02:29:27,2025-02-26 23:52:39,account_banned,access_denied,False,False
453,1983,841,38,access_denied,escalated,2023-11-15 18:31:23,,,access_denied,False,False
669,853,1999,30,fraud_suspicion,open,2023-11-14 21:37:32,,,fraud_suspicion,False,False
963,1733,532,29,wrong_credentials,escalated,2023-11-12 08:29:04,,,wrong_credentials,False,False
884,361,549,306,accès refusé,in_progress,2023-11-12 07:41:55,,,access_denied,False,False
1048,1329,1540,22,fraud_suspicion,open,2023-11-11 06:46:06,,,fraud_suspicion,False,False
718,884,929,375,subscription_inactive,resolved,2023-11-10 19:01:07,2023-11-05 19:01:07,,subscription_inactive,False,False
35,620,751,394,accès refusé,resolved,2023-11-09 05:52:59,2024-05-01 22:10:25,account_banned,access_denied,False,False
123,86,1232,92,fraud_suspicion,resolved,2023-11-08 11:55:03,2025-04-20 21:20:40,refunded,fraud_suspicion,False,False
770,1752,1280,249,billing_issue,closed,2023-11-07 03:52:08,2024-04-10 20:51:09,account_banned,billing_issue,False,False
599,1221,1368,185,owner_unresponsive,open,2023-11-06 04:54:11,,,owner_unresponsive,False,False
1060,1815,1971,155,accès refusé,resolved,2023-11-02 23:15:57,2024-04-18 23:18:53,account_banned,access_denied,False,False
763,953,639,334,subscription_inactive,in_progress,2023-10-31 11:37:21,,,subscription_inactive,False,False
1091,529,159,247,billing_issue,in_progress,2023-10-30 20:07:18,,,billing_issue,False,False
265,1388,847,314,subscription_inactive,closed,2023-10-30 19:25:58,2024-06-16 14:10:15,subscriber_replaced,subscription_inactive,False,False
970,717,765,11,owner_unresponsive,escalated,2023-10-29 09:25:35,,,owner_unresponsive,False,False
852,340,1140,129,subscription_inactive,escalated,2023-10-28 07:25:29,,,subscription_inactive,False,False
1180,619,1374,117,access_denied,escalated,2023-10-24 19:35:38,,,access_denied,False,False
864,1273,993,59,owner_unresponsive,open,2023-10-23 01:34:51,,,owner_unresponsive,False,False
466,1402,870,28,other,open,2023-10-22 13:25:53,,,other,False,False
1132,1000,1767,186,access_denied,open,2023-10-18 19:48:24,,,access_denied,False,False
938,1985,28,203,wrong_credentials,escalated,2023-10-18 12:44:44,,,wrong_credentials,False,False
262,373,1078,397,access_denied,open,2023-10-16 09:42:50,,,access_denied,False,False
625,1830,899,188,access_denied,open,2023-10-16 07:09:14,,,access_denied,False,False
133,1047,1363,73,access_denied,resolved,2023-10-15 22:50:35,2024-02-25 13:23:33,refunded,access_denied,False,False
994,964,527,268,access_denied,open,2023-10-13 11:07:44,,,access_denied,False,False
511,1890,1033,157,subscription_inactive,escalated,2023-10-13 01:32:49,,,subscription_inactive,False,False
254,1855,1979,462,fraud_suspicion,in_progress,2023-10-11 19:32:55,,,fraud_suspicion,False,False
244,635,1447,158,billing_issue,open,2023-10-11 12:33:49,,,billing_issue,False,False
1181,1579,979,119,owner_unresponsive,escalated,2023-10-11 12:22:23,,,owner_unresponsive,False,False
289,432,839,351,fraud_suspicion,escalated,2023-10-08 04:18:18,,,fraud_suspicion,False,False
1008,947,905,199,accès refusé,closed,2023-10-04 23:02:22,2024-09-06 04:04:40,refunded,access_denied,False,False
505,879,242,126,access_denied,resolved,2023-10-03 10:15:18,2024-05-26 05:38:47,owner_warned,access_denied,False,False
609,927,927,195,owner_unresponsive,closed,2023-10-03 04:56:02,2024-08-19 09:43:21,subscriber_replaced,owner_unresponsive,True,False
592,1031,431,271,owner_unresponsive,closed,2023-10-02 00:45:55,2024-12-18 04:12:32,subscriber_replaced,owner_unresponsive,False,False
452,18,1209,47,subscription_inactive,in_progress,2023-10-01 22:18:11,,,subscription_inactive,False,False
605,1481,9,396,access_denied,open,2023-09-30 21:30:24,,,access_denied,False,False
515,702,1567,166,billing_issue,open,2023-09-29 23:16:47,,,billing_issue,False,False
465,115,1182,291,owner_unresponsive,escalated,2023-09-29 19:38:05,,,owner_unresponsive,False,False
954,1819,1584,333,billing_issue,escalated,2023-09-29 17:46:04,,,billing_issue,False,False
114,812,1742,353,access_denied,escalated,2023-09-29 15:30:08,,,access_denied,False,False
942,1728,1428,146,owner_unresponsive,open,2023-09-29 14:53:29,,,owner_unresponsive,False,False
73,1702,1317,232,accès refusé,in_progress,2023-09-23 10:38:11,,,access_denied,False,False
990,703,1051,61,billing_issue,resolved,2023-09-23 02:35:41,2024-08-26 06:40:07,account_banned,billing_issue,False,False
149,1376,1879,246,access_denied,open,2023-09-19 07:54:10,2024-09-06 00:07:52,,access_denied,False,False
1187,1361,232,124,accès refusé,resolved,2023-09-19 02:08:02,2024-12-10 14:09:19,refunded,access_denied,False,False
835,1518,1619,249,fraud_suspicion,open,2023-09-15 14:50:34,,,fraud_suspicion,False,False
409,1452,1444,177,accès refusé,resolved,2023-09-15 03:43:04,2024-06-28 07:06:35,,access_denied,False,False
1076,302,44,224,access_denied,escalated,2023-09-14 14:50:06,,,access_denied,False,False
543,1720,1986,377,other,escalated,2023-09-12 23:52:14,,,other,False,False
896,1336,505,250,other,resolved,2023-09-12 21:31:42,2023-11-28 11:28:34,,other,False,False
172,1341,1434,71,access_denied,resolved,2023-09-10 20:59:52,2025-04-08 22:31:02,owner_warned,access_denied,False,False
548,89,1684,146,access_denied,open,2023-09-10 08:12:00,,,access_denied,False,False
95,500,500,4,subscription_inactive,closed,2023-09-09 04:03:45,2024-05-05 02:47:49,refunded,subscription_inactive,True,False
1,904,1565,389,billing_issue,open,2023-09-06 08:02:33,,,billing_issue,False,False
936,975,643,176,billing_issue,resolved,2023-09-02 12:30:09,2023-08-26 12:30:09,owner_warned,billing_issue,False,False
275,1169,921,412,owner_unresponsive,escalated,2023-09-02 11:26:34,,,owner_unresponsive,False,False
11,1867,1651,93,access_denied,open,2023-08-28 16:04:13,,,access_denied,False,False
890,1222,1423,40,owner_unresponsive,open,2023-08-27 15:34:53,,,owner_unresponsive,False,False
1079,500,715,4,accès refusé,open,2023-08-27 13:47:54,,,access_denied,False,False
1017,804,115,147,other,escalated,2023-08-21 13:53:16,,,other,False,False
1005,1907,1306,265,accès refusé,in_progress,2023-08-21 00:10:19,,,access_denied,False,False
859,1132,1833,399,wrong_credentials,in_progress,2023-08-18 08:25:10,,,wrong_credentials,False,False
328,1072,1072,56,fraud_suspicion,open,2023-08-17 17:45:22,,,fraud_suspicion,True,False
437,1086,216,161,access_denied,in_progress,2023-08-10 18:33:48,,,access_denied,False,False
1183,1329,1625,22,access_denied,in_progress,2023-08-10 08:44:15,,,access_denied,False,False
850,729,682,161,subscription_inactive,in_progress,2023-08-05 19:52:03,,,subscription_inactive,False,False
277,982,1691,232,access_denied,resolved,2023-08-04 09:00:22,2024-02-04 04:03:54,subscriber_replaced,access_denied,False,False
136,1653,787,304,other,resolved,2023-08-02 00:29:21,2024-02-03 03:29:26,subscriber_replaced,other,False,False
1173,405,1821,210,access_denied,open,2023-07-31 13:20:30,,,access_denied,False,False
1163,286,1011,396,owner_unresponsive,closed,2023-07-30 04:48:15,2024-09-29 14:32:32,owner_warned,owner_unresponsive,False,False
756,1481,434,396,subscription_inactive,open,2023-07-27 22:54:20,,,subscription_inactive,False,False
416,1649,723,126,fraud_suspicion,open,2023-07-25 21:34:32,,,fraud_suspicion,False,False
616,1760,1385,63,billing_issue,escalated,2023-07-25 03:16:12,,,billing_issue,False,False
116,741,358,17,access_denied,open,2023-07-24 21:26:49,2023-09-10 07:14:19,account_banned,access_denied,False,False
953,1114,731,29,access_denied,open,2023-07-24 07:15:06,,,access_denied,False,False
674,699,699,85,fraud_suspicion,resolved,2023-07-23 12:58:54,2024-08-19 18:38:08,owner_warned,fraud_suspicion,True,False
800,965,710,354,owner_unresponsive,in_progress,2023-07-22 08:27:37,,,owner_unresponsive,False,False
1191,815,1998,233,other,resolved,2023-07-22 05:37:42,2024-05-18 03:32:19,no_action,other,False,False
57,1354,1257,242,other,resolved,2023-07-22 01:49:36,2024-10-07 16:09:03,subscriber_replaced,other,False,False
685,279,587,289,fraud_suspicion,open,2023-07-21 14:06:33,,,fraud_suspicion,False,False
70,19,1583,317,access_denied,resolved,2023-07-21 00:29:48,2024-03-12 05:39:23,account_banned,access_denied,False,False
1083,1042,1974,57,other,in_progress,2023-07-20 17:52:39,,,other,False,False
829,447,477,45,wrong_credentials,in_progress,2023-07-20 16:05:01,,,wrong_credentials,False,False
69,132,956,34,fraud_suspicion,open,2023-07-19 09:35:00,,,fraud_suspicion,False,False
1077,10,1129,57,other,in_progress,2023-07-17 03:03:13,,,other,False,False
782,93,1668,386,fraud_suspicion,escalated,2023-07-16 07:09:38,,,fraud_suspicion,False,False
1135,1132,1255,91,access_denied,open,2023-07-14 07:04:23,,,access_denied,False,False
951,306,639,389,other,in_progress,2023-07-14 06:26:47,,,other,False,False
501,146,212,206,wrong_credentials,in_progress,2023-07-13 18:40:56,,,wrong_credentials,False,False
195,1502,1471,75,access_denied,escalated,2023-07-13 06:23:07,,,access_denied,False,False
30,126,780,220,accès refusé,open,2023-07-12 04:26:27,,,access_denied,False,False
286,1691,569,161,subscription_inactive,in_progress,2023-07-10 09:48:43,,,subscription_inactive,False,False
118,1778,314,282,accès refusé,closed,2023-07-10 00:22:51,2025-02-25 08:55:25,,access_denied,False,False
1029,666,15,307,other,open,2023-07-07 17:53:41,,,other,False,False
9,1929,1817,396,access_denied,closed,2023-07-07 13:17:22,2025-05-02 18:45:20,refunded,access_denied,False,False
998,1387,724,344,billing_issue,in_progress,2023-07-07 10:47:11,,,billing_issue,False,False
1003,1402,495,28,access_denied,resolved,2023-07-03 10:40:04,2024-03-02 09:59:41,account_banned,access_denied,False,False
449,1160,1352,379,access_denied,resolved,2023-07-03 04:34:43,2023-12-26 15:21:07,no_action,access_denied,False,False
234,263,733,94,access_denied,open,2023-07-02 21:57:34,,,access_denied,False,False
708,1221,566,239,fraud_suspicion,open,2023-07-02 01:53:52,,,fraud_suspicion,False,False
1107,1195,1540,216,wrong_credentials,closed,2023-07-01 11:14:47,2023-08-21 11:07:14,no_action,wrong_credentials,False,False
225,622,1492,338,billing_issue,closed,2023-06-30 09:26:29,2024-11-30 06:45:56,owner_warned,billing_issue,False,False
107,326,662,239,wrong_credentials,open,2023-06-29 09:20:51,,,wrong_credentials,False,False
406,993,1391,75,owner_unresponsive,escalated,2023-06-28 08:17:36,,,owner_unresponsive,False,False
339,1533,1205,324,access_denied,open,2023-06-27 07:09:03,,,access_denied,False,False
326,1595,90,269,owner_unresponsive,resolved,2023-06-27 04:31:38,2024-01-28 09:41:11,,owner_unresponsive,False,False
621,842,670,399,access_denied,escalated,2023-06-26 23:25:29,,,access_denied,False,False
714,371,221,176,accès refusé,closed,2023-06-26 02:12:26,2024-12-17 04:06:44,owner_warned,access_denied,False,False
932,538,1513,114,other,open,2023-06-25 11:28:01,,,other,False,False
672,1469,1569,89,subscription_inactive,open,2023-06-24 20:12:48,,,subscription_inactive,False,False
874,1209,1800,148,wrong_credentials,resolved,2023-06-22 20:50:16,2023-11-27 16:49:13,account_banned,wrong_credentials,False,False
88,1573,569,311,accès refusé,escalated,2023-06-21 21:06:38,,,access_denied,False,False
169,1065,1321,258,billing_issue,in_progress,2023-06-19 18:59:09,,,billing_issue,False,False
774,113,544,74,access_denied,open,2023-06-19 04:33:00,,,access_denied,False,False
238,993,914,75,wrong_credentials,closed,2023-06-15 21:16:38,2025-05-12 19:38:50,,wrong_credentials,False,False
688,139,380,148,wrong_credentials,closed,2023-06-15 05:47:49,2024-02-13 01:10:43,refunded,wrong_credentials,False,False
737,60,732,289,accès refusé,in_progress,2023-06-11 22:07:44,,,access_denied,False,False
300,1722,1818,172,access_denied,in_progress,2023-06-11 05:47:27,,,access_denied,False,False
333,1134,1134,103,other,open,2023-06-10 12:35:03,,,other,True,False
97,879,1060,126,wrong_credentials,resolved,2023-06-10 09:52:43,2025-04-09 15:05:16,refunded,wrong_credentials,False,False
561,800,51,215,subscription_inactive,open,2023-06-09 18:08:09,,,subscription_inactive,False,False
696,601,1992,279,billing_issue,closed,2023-06-09 13:51:27,2024-05-16 12:29:57,,billing_issue,False,False
285,982,1652,232,billing_issue,open,2023-06-09 04:38:41,2024-03-31 21:41:19,,billing_issue,False,False
886,399,635,194,owner_unresponsive,resolved,2023-06-08 14:14:26,2025-04-26 00:15:23,owner_warned,owner_unresponsive,False,False
1009,1452,875,177,subscription_inactive,open,2023-06-08 13:39:21,,,subscription_inactive,False,False
