id,user_id,subscription_id,status,joined_at,left_at,reason,joined_at_clean,left_at_clean
711,1882,278,3,2023-04-20 00:26:42,2025-05-25 09:14:39,,2023-04-20 00:26:42,2025-05-25 09:14:39
971,538,380,1,2023-03-28 13:43:46,,,2023-03-28 13:43:46,
507,469,206,3,2024-04-28 16:18:10,2024-12-09 02:21:30,voluntary,2024-04-28 16:18:10,2024-12-09 02:21:30
19,717,11,1,2024-01-14 18:10:56,,,2024-01-14 18:10:56,
383,790,237,2,2025-04-20 12:33:02,2025-05-23 08:13:08,owner_request,2025-04-20 12:33:02,2025-05-23 08:13:08
36,679,18,2,2024-11-05 22:31:42,2025-02-24 17:08:06,,2024-11-05 22:31:42,2025-02-24 17:08:06
123,1457,52,1,2023-11-17 03:28:55,,,2023-11-17 03:28:55,
1012,168,391,6,2022-12-05 17:11:19,2024-06-09 22:08:43,payment_failed,2022-12-05 17:11:19,2024-06-09 22:08:43
1031,874,397,3,2023-11-20 00:01:45,2024-05-05 09:07:24,inactive,2023-11-20 00:01:45,2024-05-05 09:07:24
340,669,140,2,2023-12-02 04:12:14,2024-08-20 18:19:17,owner_request,2023-12-02 04:12:14,2024-08-20 18:19:17
603,908,242,1,2024-03-13 03:47:13,,,2024-03-13 03:47:13,
1021,446,395,1,2024-12-27 03:25:43,,,2024-12-27 03:25:43,
117,1507,50,1,2024-09-18 18:20:13,,,2024-09-18 18:20:13,
661,1702,260,7,2020-12-25 07:31:23,2022-05-29 10:35:39,fraud,2020-12-25 07:31:23,2022-05-29 10:35:39
1033,822,397,0,2024-06-17 17:58:18,,,2024-06-17 17:58:18,
289,1591,116,1,2025-01-24 17:34:42,,,2025-01-24 17:34:42,
48,500,20,2,2025-03-21 16:41:18,2025-05-20 04:53:25,voluntary,2025-03-21 16:41:18,2025-05-20 04:53:25
565,1949,231,2,2025-03-07 14:46:48,2025-03-29 16:36:37,,2025-03-07 14:46:48,2025-03-29 16:36:37
162,148,66,7,2024-01-19 13:42:14,2024-06-19 22:41:40,payment_failed,2024-01-19 13:42:14,2024-06-19 22:41:40
950,866,370,1,2022-04-20 09:50:46,,,2022-04-20 09:50:46,
943,1753,368,5,2025-04-11 09:31:42,,,2025-04-11 09:31:42,
1000,741,388,2,2025-05-21 02:07:21,2025-05-24 12:19:51,,2025-05-21 02:07:21,2025-05-24 12:19:51
830,1756,329,7,2025-05-09 22:57:41,2025-05-20 18:12:17,,2025-05-09 22:57:41,2025-05-20 18:12:17
696,1639,271,2,2024-09-17 11:58:59,2025-05-14 11:42:44,,2024-09-17 11:58:59,2025-05-14 11:42:44
539,1963,217,3,2021-11-11 05:21:39,2025-01-19 01:38:35,voluntary,2021-11-11 05:21:39,2025-01-19 01:38:35
41,1756,19,2,2025-02-20 06:40:22,2025-05-14 06:19:05,payment_failed,2025-02-20 06:40:22,2025-05-14 06:19:05
101,374,45,1,2024-06-08 10:31:27,,,2024-06-08 10:31:27,
814,298,321,2,2025-01-02 09:32:43,2025-01-08 17:11:59,owner_request,2025-01-02 09:32:43,2025-01-08 17:11:59
582,1399,236,5,2022-05-12 17:16:27,,,2022-05-12 17:16:27,
729,1852,286,2,2025-02-03 23:45:35,2025-02-13 05:03:39,fraud,2025-02-03 23:45:35,2025-02-13 05:03:39
773,1653,304,2,2024-05-15 13:52:00,2024-10-12 09:00:44,,2024-05-15 13:52:00,2024-10-12 09:00:44
377,620,155,1,2024-07-11 16:14:26,,,2024-07-11 16:14:26,
855,245,338,1,2024-06-23 22:53:24,,,2024-06-23 22:53:24,
290,619,117,0,2025-01-16 23:34:56,,,2025-01-16 23:34:56,
367,1556,151,7,2025-02-18 01:26:56,2025-03-13 23:36:54,payment_failed,2025-02-18 01:26:56,2025-03-13 23:36:54
862,1985,341,4,2022-12-31 12:49:45,,,2022-12-31 12:49:45,
550,1211,224,1,2021-03-12 21:04:58,,,2021-03-12 21:04:58,
306,1973,124,1,2022-02-19 18:46:49,,,2022-02-19 18:46:49,
911,65,355,1,2021-08-13 07:28:11,,,2021-08-13 07:28:11,
917,1548,358,4,2024-10-10 18:39:20,,,2024-10-10 18:39:20,
657,1884,259,0,2024-01-14 03:57:52,,,2024-01-14 03:57:52,
323,1174,132,7,2021-09-25 03:33:55,2024-07-18 14:21:13,,2021-09-25 03:33:55,2024-07-18 14:21:13
811,434,320,4,2025-05-13 21:36:12,,,2025-05-13 21:36:12,
850,736,336,3,2025-03-20 16:48:51,2025-05-15 09:48:52,inactive,2025-03-20 16:48:51,2025-05-15 09:48:52
435,975,176,0,2023-04-17 05:55:29,,,2023-04-17 05:55:29,
712,939,278,2,2023-01-02 23:21:08,2025-04-13 14:06:02,voluntary,2023-01-02 23:21:08,2025-04-13 14:06:02
108,1896,48,1,2022-06-26 11:20:06,,,2022-06-26 11:20:06,
278,1487,111,5,2023-09-04 19:37:57,,,2023-09-04 19:37:57,
214,699,85,1,2022-05-10 18:50:23,,,2022-05-10 18:50:23,
61,1600,27,4,2025-05-26 14:51:03,,,2025-05-26 14:51:03,
578,811,235,1,2022-08-26 12:45:02,,,2022-08-26 12:45:02,
1020,1906,395,1,2024-04-18 07:28:08,,,2024-04-18 07:28:08,
617,1458,247,0,2024-10-06 17:56:52,,,2024-10-06 17:56:52,
810,1419,319,3,2022-01-13 12:01:55,2024-05-17 12:47:24,owner_request,2022-01-13 12:01:55,2024-05-17 12:47:24
311,879,126,1,2025-04-10 14:12:31,,,2025-04-10 14:12:31,
180,1544,72,5,2024-03-13 13:43:19,,,2024-03-13 13:43:19,
639,1155,255,4,2024-09-17 22:13:08,,,2024-09-17 22:13:08,
906,686,354,1,2022-03-04 10:00:18,,,2022-03-04 10:00:18,
890,478,350,4,2025-04-11 20:47:14,,,2025-04-11 20:47:14,
277,885,110,3,2025-04-16 02:31:53,2025-04-21 01:11:36,owner_request,2025-04-16 02:31:53,2025-04-21 01:11:36
1001,437,388,2,2023-08-28 01:29:51,2024-10-15 04:48:49,payment_failed,2023-08-28 01:29:51,2024-10-15 04:48:49
604,1609,243,7,2025-01-21 06:17:32,2025-05-07 17:19:53,payment_failed,2025-01-21 06:17:32,2025-05-07 17:19:53
649,1711,258,6,2023-09-24 21:20:17,2024-08-19 06:55:38,inactive,2023-09-24 21:20:17,2024-08-19 06:55:38
938,144,366,2,2025-05-09 07:46:22,2025-05-24 19:55:06,voluntary,2025-05-09 07:46:22,2025-05-24 19:55:06
29,67,15,1,2025-05-22 17:25:51,,,2025-05-22 17:25:51,
26,1077,14,2,2022-11-06 20:38:26,2024-09-23 14:24:27,fraud,2022-11-06 20:38:26,2024-09-23 14:24:27
319,206,128,1,2025-04-02 11:06:10,,,2025-04-02 11:06:10,
438,1452,177,1,2023-05-30 19:16:48,,,2023-05-30 19:16:48,
1002,306,389,1,2023-06-18 17:54:20,,,2023-06-18 17:54:20,
529,1896,214,1,2025-02-14 15:08:00,,,2025-02-14 15:08:00,
102,1171,46,1,2022-10-16 11:22:38,,,2022-10-16 11:22:38,
439,1958,178,2,2023-05-29 07:05:52,2024-11-21 15:41:24,voluntary,2023-05-29 07:05:52,2024-11-21 15:41:24
1053,943,491,1,2024-08-23 04:36:07,,,2024-08-23 04:36:07,
557,880,227,1,2025-02-18 16:27:12,,,2025-02-18 16:27:12,
621,704,248,3,2024-02-18 03:51:21,2024-10-06 09:43:32,,2024-02-18 03:51:21,2024-10-06 09:43:32
852,1696,336,1,2025-01-17 01:24:31,,,2025-01-17 01:24:31,
753,819,294,1,2025-04-26 04:55:57,,,2025-04-26 04:55:57,
1040,1132,399,3,2024-12-08 13:36:17,2025-03-29 18:39:19,owner_request,2024-12-08 13:36:17,2025-03-29 18:39:19
924,268,359,6,2024-11-28 02:25:02,2024-12-03 22:12:05,,2024-11-28 02:25:02,2024-12-03 22:12:05
900,1767,353,3,2022-11-22 13:22:26,2023-03-27 07:16:26,,2022-11-22 13:22:26,2023-03-27 07:16:26
417,1934,170,4,2021-08-19 23:11:07,,,2021-08-19 23:11:07,
931,1219,362,1,2024-01-24 09:57:59,,,2024-01-24 09:57:59,
992,555,385,1,2025-05-25 15:35:42,,,2025-05-25 15:35:42,
598,1089,240,0,2025-04-24 07:21:58,,,2025-04-24 07:21:58,
383,742,157,1,2024-02-16 09:02:29,,,2024-02-16 09:02:29,
78,168,34,2,2024-12-16 15:01:37,2025-01-10 12:51:59,inactive,2024-12-16 15:01:37,2025-01-10 12:51:59
62,1915,28,1,2023-09-22 17:01:24,,,2023-09-22 17:01:24,
152,1760,63,2,2024-05-26 18:58:30,2025-04-30 04:01:01,,2024-05-26 18:58:30,2025-04-30 04:01:01
569,728,232,7,2024-05-16 15:10:37,2024-11-12 10:48:10,,2024-05-16 15:10:37,2024-11-12 10:48:10
652,138,258,3,2024-07-29 11:17:52,2024-10-04 12:27:05,voluntary,2024-07-29 11:17:52,2024-10-04 12:27:05
366,1801,149,5,2025-05-08 01:12:17,,,2025-05-08 01:12:17,
312,1632,126,1,2024-05-21 16:15:45,,,2024-05-21 16:15:45,
526,1015,214,3,2025-05-18 02:31:49,2025-05-22 20:45:10,,2025-05-18 02:31:49,2025-05-22 20:45:10
686,360,268,1,2020-09-12 21:04:47,,,2020-09-12 21:04:47,
881,557,347,1,2024-10-06 02:07:21,,,2024-10-06 02:07:21,
226,1316,89,3,2023-08-02 14:23:25,2023-11-25 02:29:43,,2023-08-02 14:23:25,2023-11-25 02:29:43
535,672,216,2,2025-03-07 22:27:35,2025-05-29 04:00:28,,2025-03-07 22:27:35,2025-05-29 04:00:28
490,947,199,1,2021-09-17 06:55:33,,,2021-09-17 06:55:33,
173,122,70,4,2024-12-09 19:47:03,,,2024-12-09 19:47:03,
112,471,49,1,2022-10-01 23:39:26,,,2022-10-01 23:39:26,
421,497,170,2,2023-06-01 12:39:42,2024-11-14 02:39:04,fraud,2023-06-01 12:39:42,2024-11-14 02:39:04
888,1689,349,0,2024-02-29 13:40:33,,,2024-02-29 13:40:33,
977,1015,381,2,2024-12-10 15:33:49,2025-04-11 23:38:42,fraud,2024-12-10 15:33:49,2025-04-11 23:38:42
552,1349,224,7,2022-02-28 17:16:15,2022-10-04 01:34:04,,2022-02-28 17:16:15,2022-10-04 01:34:04
455,1450,185,3,2024-08-06 01:48:49,2024-09-09 11:34:43,inactive,2024-08-06 01:48:49,2024-09-09 11:34:43
592,1625,239,1,2021-06-18 09:17:42,,,2021-06-18 09:17:42,
737,1669,288,2,2025-05-05 19:50:27,2025-05-28 04:05:45,voluntary,2025-05-05 19:50:27,2025-05-28 04:05:45
762,1818,299,0,2023-08-08 12:45:44,,,2023-08-08 12:45:44,
172,611,69,1,2024-06-26 20:53:08,,,2024-06-26 20:53:08,
499,1888,204,3,2022-11-04 21:48:19,2023-10-30 11:06:20,payment_failed,2022-11-04 21:48:19,2023-10-30 11:06:20
339,1273,140,1,2025-02-04 17:25:40,,,2025-02-04 17:25:40,
100,521,45,2,2024-12-20 05:53:14,2025-03-11 23:45:29,payment_failed,2024-12-20 05:53:14,2025-03-11 23:45:29
697,1205,271,0,2025-03-29 23:37:31,,,2025-03-29 23:37:31,
667,1242,262,1,2025-01-18 01:11:22,,,2025-01-18 01:11:22,
933,93,362,1,2023-07-21 09:08:27,,,2023-07-21 09:08:27,
675,391,265,6,2022-03-07 17:23:18,2023-04-19 12:25:05,payment_failed,2022-03-07 17:23:18,2023-04-19 12:25:05
359,307,147,2,2025-03-05 18:59:27,2025-04-19 01:21:14,payment_failed,2025-03-05 18:59:27,2025-04-19 01:21:14
133,1072,56,2,2025-01-05 22:00:16,2025-03-19 09:19:28,inactive,2025-01-05 22:00:16,2025-03-19 09:19:28
1034,373,397,1,2023-08-20 06:43:50,,,2023-08-20 06:43:50,
584,230,237,3,2024-02-02 10:51:25,2024-07-23 04:42:43,voluntary,2024-02-02 10:51:25,2024-07-23 04:42:43
493,14,201,1,2024-09-24 20:06:52,,,2024-09-24 20:06:52,
759,1303,296,2,2024-11-13 22:27:06,2025-02-02 01:34:37,voluntary,2024-11-13 22:27:06,2025-02-02 01:34:37
663,555,261,1,2023-05-17 18:25:49,,,2023-05-17 18:25:49,
1032,1479,397,2,2024-04-21 08:46:15,2025-03-22 01:07:04,inactive,2024-04-21 08:46:15,2025-03-22 01:07:04
274,695,109,3,2022-02-21 07:51:40,2023-12-20 10:41:42,owner_request,2022-02-21 07:51:40,2023-12-20 10:41:42
408,702,166,2,2024-07-03 01:29:52,2024-12-29 15:44:57,inactive,2024-07-03 01:29:52,2024-12-29 15:44:57
876,684,345,1,2024-08-27 04:44:26,,,2024-08-27 04:44:26,
732,1394,286,1,2025-05-20 13:44:41,,,2025-05-20 13:44:41,
887,1538,349,1,2025-04-13 12:47:02,,,2025-04-13 12:47:02,
431,1621,174,1,2024-11-16 06:41:46,,,2024-11-16 06:41:46,
538,49,217,1,2022-05-24 13:19:32,,,2022-05-24 13:19:32,
684,1510,267,0,2024-12-29 06:58:00,,,2024-12-29 06:58:00,
561,1889,230,2,2024-02-26 01:42:28,2024-06-23 02:09:01,voluntary,2024-02-26 01:42:28,2024-06-23 02:09:01
9,1553,5,4,2025-03-27 13:08:51,,,2025-03-27 13:08:51,
20,84,11,5,2025-02-13 23:45:57,,,2025-02-13 23:45:57,
308,1728,124,2,2023-08-05 16:46:41,2023-12-02 19:45:29,fraud,2023-08-05 16:46:41,2023-12-02 19:45:29
85,916,94,4,2024-10-21 06:49:38,,,2024-10-21 06:49:38,
298,225,119,4,2025-04-17 15:56:51,,,2025-04-17 15:56:51,
941,1535,366,4,2023-12-30 15:47:46,,,2023-12-30 15:47:46,
560,1431,230,4,2022-07-17 12:41:07,,,2022-07-17 12:41:07,
420,1081,170,1,2022-12-27 17:36:48,,,2022-12-27 17:36:48,
405,487,166,1,2025-05-01 01:15:16,,,2025-05-01 01:15:16,
293,86,117,3,2025-03-15 14:03:40,2025-05-03 01:32:47,owner_request,2025-03-15 14:03:40,2025-05-03 01:32:47
722,839,282,5,2024-08-25 13:04:12,,,2024-08-25 13:04:12,
484,1039,196,6,2025-05-17 03:46:44,2025-05-25 07:59:14,voluntary,2025-05-17 03:46:44,2025-05-25 07:59:14
74,58,31,2,2025-02-21 05:03:10,2025-05-26 15:56:26,,2025-02-21 05:03:10,2025-05-26 15:56:26
225,1469,89,0,2025-04-05 22:00:05,,,2025-04-05 22:00:05,
860,1148,341,6,2024-09-08 09:14:03,2025-05-12 00:46:33,payment_failed,2024-09-08 09:14:03,2025-05-12 00:46:33
110,464,49,7,2023-09-28 00:16:55,2025-03-29 15:32:53,payment_failed,2023-09-28 00:16:55,2025-03-29 15:32:53
63,798,28,2,2021-08-11 16:38:36,2023-07-17 05:04:36,fraud,2021-08-11 16:38:36,2023-07-17 05:04:36
59,495,27,2,2024-01-23 01:20:07,2024-02-13 11:32:54,,2024-01-23 01:20:07,2024-02-13 11:32:54
962,1240,376,5,2024-10-26 19:01:20,,,2024-10-26 19:01:20,
143,1631,59,6,2024-08-16 19:57:36,2025-02-06 19:54:37,voluntary,2024-08-16 19:57:36,2025-02-06 19:54:37
521,767,211,1,2024-01-23 21:57:31,,,2024-01-23 21:57:31,
1061,946,486,1,2024-03-30 18:37:38,,,2024-03-30 18:37:38,
553,1649,224,5,2024-01-21 10:03:18,,,2024-01-21 10:03:18,
921,221,359,1,2023-11-16 01:46:29,,,2023-11-16 01:46:29,
825,1543,325,6,2022-08-06 14:44:50,2023-08-01 04:43:38,fraud,2022-08-06 14:44:50,2023-08-01 04:43:38
246,1504,99,2,2023-04-03 01:27:25,2025-04-09 20:38:54,owner_request,2023-04-03 01:27:25,2025-04-09 20:38:54
709,964,277,1,2025-02-19 03:41:43,,,2025-02-19 03:41:43,
857,622,338,3,2024-07-31 09:21:33,2024-11-25 15:57:27,,2024-07-31 09:21:33,2024-11-25 15:57:27
201,1132,91,1,2023-11-29 00:45:19,,,2023-11-29 00:45:19,
780,1871,307,1,2023-11-11 16:06:53,,,2023-11-11 16:06:53,
878,708,346,7,2024-02-05 22:52:56,2024-11-20 06:52:07,fraud,2024-02-05 22:52:56,2024-11-20 06:52:07
1054,38,440,1,2024-11-21 22:20:11,,,2024-11-21 22:20:11,
543,1566,219,5,2025-03-24 22:18:25,,,2025-03-24 22:18:25,
166,85,67,2,2023-09-06 00:24:34,2024-11-09 12:42:49,inactive,2023-09-06 00:24:34,2024-11-09 12:42:49
388,1086,161,2,2024-08-10 06:23:03,2025-04-23 00:30:04,,2024-08-10 06:23:03,2025-04-23 00:30:04
602,1354,242,2,2024-05-19 09:45:47,2024-07-28 17:14:25,voluntary,2024-05-19 09:45:47,2024-07-28 17:14:25
224,949,89,1,2023-10-18 12:25:02,,,2023-10-18 12:25:02,
77,132,34,6,2023-11-24 15:01:04,2024-01-02 08:50:25,fraud,2023-11-24 15:01:04,2024-01-02 08:50:25
331,1977,136,2,2025-04-05 20:40:50,2025-04-28 03:22:47,owner_request,2025-04-05 20:40:50,2025-04-28 03:22:47
67,1733,29,2,2024-12-03 07:32:58,2025-01-27 22:42:55,,2024-12-03 07:32:58,2025-01-27 22:42:55
798,1691,316,4,2024-02-07 14:28:49,,,2024-02-07 14:28:49,
378,1128,156,2,2024-07-31 08:21:58,2025-01-20 19:15:38,inactive,2024-07-31 08:21:58,2025-01-20 19:15:38
720,228,280,5,2022-04-04 09:13:30,,,2022-04-04 09:13:30,
32,1029,17,5,2023-06-10 12:57:26,,,2023-06-10 12:57:26,
429,461,174,1,2024-07-22 12:46:33,,,2024-07-22 12:46:33,
567,1672,232,1,2022-04-10 13:16:14,,,2022-04-10 13:16:14,
699,678,272,2,2022-05-27 00:19:40,2024-11-09 05:16:51,inactive,2022-05-27 00:19:40,2024-11-09 05:16:51
671,245,264,0,2024-04-10 17:16:31,,,2024-04-10 17:16:31,
477,1417,194,1,2024-06-13 01:28:32,,,2024-06-13 01:28:32,
430,568,174,5,2024-10-26 01:52:56,,,2024-10-26 01:52:56,
186,1517,73,3,2023-08-01 06:48:42,2024-05-13 18:51:44,fraud,2023-08-01 06:48:42,2024-05-13 18:51:44
736,74,287,1,2023-05-19 08:44:00,,,2023-05-19 08:44:00,
928,324,361,1,2024-10-09 05:35:17,,,2024-10-09 05:35:17,
596,326,239,1,2023-10-25 20:17:42,,,2023-10-25 20:17:42,
953,150,371,6,2025-02-23 11:31:09,2025-05-30 19:10:16,owner_request,2025-02-23 11:31:09,2025-05-30 19:10:16
300,1620,119,2,2025-02-14 08:47:44,2025-04-01 23:59:18,owner_request,2025-02-14 08:47:44,2025-04-01 23:59:18
863,838,342,1,2025-04-02 13:18:40,2025-05-25 02:15:53,,2025-04-02 13:18:40,2025-05-25 02:15:53
791,1283,315,2,2025-02-11 10:09:10,2025-04-10 18:05:05,,2025-02-11 10:09:10,2025-04-10 18:05:05
175,595,71,1,2025-04-25 12:27:59,,,2025-04-25 12:27:59,
1010,263,391,3,2021-05-19 00:13:58,2021-07-11 13:14:28,fraud,2021-05-19 00:13:58,2021-07-11 13:14:28
464,1830,188,1,2025-01-10 15:11:38,,,2025-01-10 15:11:38,
555,1918,226,1,2022-04-16 17:16:39,,,2022-04-16 17:16:39,
927,1242,361,1,2025-01-29 20:45:34,,,2025-01-29 20:45:34,
1009,1867,390,2,2025-01-03 19:26:48,2025-05-01 03:07:00,payment_failed,2025-01-03 19:26:48,2025-05-01 03:07:00
465,1245,188,1,2025-05-25 12:23:58,,,2025-05-25 12:23:58,
223,1732,89,2,2024-02-08 07:47:20,2025-05-31 12:58:53,fraud,2024-02-08 07:47:20,2025-05-31 12:58:53
14,286,8,2,2023-12-31 10:34:44,2024-06-29 01:26:43,,2023-12-31 10:34:44,2024-06-29 01:26:43
168,1928,67,5,2022-09-22 18:21:13,,,2022-09-22 18:21:13,
874,1387,344,1,2023-06-30 05:23:17,,,2023-06-30 05:23:17,
691,1595,269,1,2025-01-23 01:09:21,,,2025-01-23 01:09:21,
601,365,241,7,2023-12-14 18:25:11,2024-06-02 18:58:16,owner_request,2023-12-14 18:25:11,2024-06-02 18:58:16
961,1672,376,1,2024-01-15 15:48:18,,,2024-01-15 15:48:18,
355,1728,146,2,2023-12-18 05:30:27,2024-09-10 18:18:20,fraud,2023-12-18 05:30:27,2024-09-10 18:18:20
205,1795,81,2,2023-08-22 17:22:30,2025-03-23 01:01:54,,2023-08-22 17:22:30,2025-03-23 01:01:54
145,1933,60,3,2024-10-22 01:45:01,2025-03-20 08:14:23,fraud,2024-10-22 01:45:01,2025-03-20 08:14:23
866,1574,342,5,2024-10-27 09:12:40,,,2024-10-27 09:12:40,
540,942,219,2,2023-08-31 00:27:47,2025-05-03 21:46:15,owner_request,2023-08-31 00:27:47,2025-05-03 21:46:15
68,1408,29,3,2022-11-30 21:24:21,2023-03-17 20:13:41,owner_request,2022-11-30 21:24:21,2023-03-17 20:13:41
285,439,114,1,2024-12-07 05:41:40,,,2024-12-07 05:41:40,
255,812,102,5,2025-03-02 14:50:39,,,2025-03-02 14:50:39,
936,238,365,1,2024-11-05 00:39:04,,,2024-11-05 00:39:04,
368,1625,151,1,2024-11-30 02:30:00,,,2024-11-30 02:30:00,
164,618,66,5,2022-05-17 00:12:35,,,2022-05-17 00:12:35,
422,511,172,4,2023-03-02 17:29:31,,,2023-03-02 17:29:31,
580,622,235,2,2024-03-11 11:34:16,2024-09-26 06:30:17,,2024-03-11 11:34:16,2024-09-26 06:30:17
1037,1535,398,2,2022-11-02 15:39:10,,fraud,2022-11-02 15:39:10,
58,1328,26,1,2025-02-25 18:29:33,,,2025-02-25 18:29:33,
369,414,151,1,2025-01-20 03:59:45,,,2025-01-20 03:59:45,
629,1803,250,1,2022-04-02 15:43:39,2024-11-30 18:17:12,,2022-04-02 15:43:39,2024-11-30 18:17:12
281,947,112,5,2025-04-04 06:49:11,,,2025-04-04 06:49:11,
294,946,117,1,2024-02-26 19:32:34,,,2024-02-26 19:32:34,
16,1346,9,2,2025-04-07 13:05:35,2025-05-04 05:21:23,,2025-04-07 13:05:35,2025-05-04 05:21:23
930,1906,362,1,2023-08-10 03:10:04,,,2023-08-10 03:10:04,
856,168,338,7,2024-07-04 10:35:25,2025-01-16 12:00:54,payment_failed,2024-07-04 10:35:25,2025-01-16 12:00:54
974,736,380,6,2023-09-21 09:16:09,2025-02-07 16:15:33,fraud,2023-09-21 09:16:09,2025-02-07 16:15:33
453,1052,184,2,2024-12-29 04:16:51,,inactive,2024-12-29 04:16:51,
501,1173,204,4,2023-08-25 10:59:30,,,2023-08-25 10:59:30,
664,40,261,1,2024-01-14 13:57:34,,,2024-01-14 13:57:34,
885,1428,348,1,2024-12-14 09:36:35,,,2024-12-14 09:36:35,
665,1286,261,6,2022-05-19 06:16:44,2023-11-02 12:52:15,payment_failed,2022-05-19 06:16:44,2023-11-02 12:52:15
615,749,247,2,2025-02-12 05:22:00,2025-05-22 15:56:02,fraud,2025-02-12 05:22:00,2025-05-22 15:56:02
80,191,53,2,2023-12-03 13:19:25,2025-01-27 08:34:23,,2023-12-03 13:19:25,2025-01-27 08:34:23
854,150,338,3,2025-05-22 12:07:22,2025-05-22 12:42:49,fraud,2025-05-22 12:07:22,2025-05-22 12:42:49
243,430,99,1,2022-03-27 19:11:21,,,2022-03-27 19:11:21,
632,1397,253,0,2024-11-13 20:51:33,,,2024-11-13 20:51:33,
338,754,140,1,2024-11-24 01:40:45,,,2024-11-24 01:40:45,
336,1506,140,0,2025-05-07 08:13:45,,,2025-05-07 08:13:45,
80,1387,37,2,2024-07-26 11:45:34,2025-05-05 15:26:54,,2024-07-26 11:45:34,2025-05-05 15:26:54
418,135,170,2,2022-11-13 09:21:45,2024-04-06 07:44:17,fraud,2022-11-13 09:21:45,2024-04-06 07:44:17
751,922,294,2,2025-04-25 19:13:57,2025-05-10 00:48:08,voluntary,2025-04-25 19:13:57,2025-05-10 00:48:08
942,987,366,4,2024-05-28 07:58:08,,,2024-05-28 07:58:08,
1057,1855,462,1,2024-03-28 01:25:55,,,2024-03-28 01:25:55,
769,460,302,1,2025-04-22 08:32:08,,,2025-04-22 08:32:08,
343,753,141,7,2024-12-22 13:07:23,2025-04-14 17:39:54,,2024-12-22 13:07:23,2025-04-14 17:39:54
504,313,206,1,2024-11-15 04:46:15,,,2024-11-15 04:46:15,
99,1804,45,1,2025-03-01 20:28:20,,,2025-03-01 20:28:20,
354,89,146,1,2024-12-16 23:07:56,,,2024-12-16 23:07:56,
132,1766,56,1,2024-01-14 23:06:03,,,2024-01-14 23:06:03,
716,142,279,1,2023-02-14 12:15:16,,,2023-02-14 12:15:16,
437,99,177,1,2023-07-25 07:43:46,,,2023-07-25 07:43:46,
139,1058,58,1,2025-05-19 21:19:52,,,2025-05-19 21:19:52,
514,831,208,0,2024-01-30 22:00:47,,,2024-01-30 22:00:47,
892,1323,351,6,2025-05-23 03:19:15,2025-05-30 17:38:17,voluntary,2025-05-23 03:19:15,2025-05-30 17:38:17
146,1399,60,1,2024-12-23 11:34:31,,,2024-12-23 11:34:31,
1006,904,389,2,2024-02-28 22:55:24,2024-12-19 20:52:29,fraud,2024-02-28 22:55:24,2024-12-19 20:52:29
158,756,64,6,2022-05-10 07:17:20,2025-05-14 07:39:23,fraud,2022-05-10 07:17:20,2025-05-14 07:39:23
85,1962,38,1,2023-04-06 00:31:22,,,2023-04-06 00:31:22,
904,1572,354,1,2020-11-28 10:22:00,,,2020-11-28 10:22:00,
106,1290,48,6,2023-04-09 06:22:20,2023-05-29 03:32:11,inactive,2023-04-09 06:22:20,2023-05-29 03:32:11
544,126,220,3,2022-10-06 11:53:32,2025-01-05 14:50:30,voluntary,2022-10-06 11:53:32,2025-01-05 14:50:30
916,812,358,3,2022-12-21 13:02:38,2023-11-09 11:06:00,,2022-12-21 13:02:38,2023-11-09 11:06:00
793,1267,315,6,2024-07-06 04:34:04,2025-05-10 05:34:25,,2024-07-06 04:34:04,2025-05-10 05:34:25
329,1256,136,1,2024-05-27 15:57:45,,,2024-05-27 15:57:45,
271,1591,108,5,2023-04-28 17:22:36,,,2023-04-28 17:22:36,
998,1338,387,7,2021-08-31 03:47:51,2025-01-31 03:46:42,,2021-08-31 03:47:51,2025-01-31 03:46:42
525,1970,213,5,2025-02-12 12:10:06,,,2025-02-12 12:10:06,
682,171,267,1,2025-04-27 17:43:44,,,2025-04-27 17:43:44,
770,294,303,6,2023-01-06 14:20:51,2025-04-08 07:01:28,,2023-01-06 14:20:51,2025-04-08 07:01:28
824,1864,325,1,2022-08-15 01:17:51,,,2022-08-15 01:17:51,
444,1969,179,6,2023-12-26 07:58:19,2024-02-17 10:41:53,inactive,2023-12-26 07:58:19,2024-02-17 10:41:53
358,804,147,6,2024-04-21 05:42:04,2025-01-27 10:56:20,owner_request,2024-04-21 05:42:04,2025-01-27 10:56:20
849,414,336,1,2025-05-05 05:46:19,,,2025-05-05 05:46:19,
219,1297,86,1,2025-03-30 22:53:39,,,2025-03-30 22:53:39,
448,893,183,1,2025-01-05 07:47:45,,,2025-01-05 07:47:45,
287,996,115,2,2025-05-25 07:58:03,2025-05-31 06:02:57,owner_request,2025-05-25 07:58:03,2025-05-31 06:02:57
677,1237,265,7,2022-01-08 07:09:25,2024-05-21 14:01:05,,2022-01-08 07:09:25,2024-05-21 14:01:05
714,1032,278,2,2024-06-06 20:33:27,2024-11-30 13:25:40,inactive,2024-06-06 20:33:27,2024-11-30 13:25:40
48,622,142,1,2022-04-07 00:21:04,,,2022-04-07 00:21:04,
57,177,25,7,2025-03-22 12:48:59,2025-04-28 11:09:20,inactive,2025-03-22 12:48:59,2025-04-28 11:09:20
237,942,96,3,2024-12-31 10:11:21,2025-03-11 15:46:26,payment_failed,2024-12-31 10:11:21,2025-03-11 15:46:26
